sku,stock,fecha
AR-PKG-5,71,2024-08-31
AR-PKG-1,98,2024-08-31
AR-PKG-4,105,2024-08-31
AR-PKG-2,96,2024-08-31
AR-TRT-1,199,2024-08-31
AR-TRT-2,276,2024-08-31
AR-TRT-5,144,2024-08-31
AR-TRT-3,212,2024-08-31
AR-TRT-4,124,2024-08-31
PC-AVC-U,0,2024-08-31
PC-DGT-U,0,2024-08-31
PC-POO-U,137,2024-08-31
CL-CLF-1,156,2024-08-31
CL-CLF-2,160,2024-08-31
CL-CLF-3,94,2024-08-31
CL-CLF-4,111,2024-08-31
CL-LPG-4,130,2024-08-31
CL-LPG-3,281,2024-08-31
CL-LPG-2,236,2024-08-31
CL-LPG-1,151,2024-08-31
CL-DGT-2,136,2024-08-31
CL-DGT-3,132,2024-08-31
CL-DGT-1,171,2024-08-31
CL-DGT-4,123,2024-08-31
CL-LEO-3,596,2024-08-31
CL-LEO-1,719,2024-08-31
CL-LEO-4,597,2024-08-31
CL-LEO-2,612,2024-08-31
CL-YLL-4,165,2024-08-31
CL-YLL-3,131,2024-08-31
CL-YLL-1,163,2024-08-31
CL-YLL-2,132,2024-08-31
CL-SML-1,57,2024-08-31
CL-SML-4,462,2024-08-31
CL-SML-3,437,2024-08-31
CL-SML-2,27,2024-08-31
CL-TAT-4,237,2024-08-31
CL-TAT-3,254,2024-08-31
CL-TAT-2,220,2024-08-31
CL-TAT-1,191,2024-08-31
CL-TRT-3,121,2024-08-31
CL-TRT-4,133,2024-08-31
CL-TRT-2,215,2024-08-31
CL-TRT-1,0,2024-08-31
CR-AVC-2,39,2024-08-31
CR-AVC-4,12,2024-08-31
CR-CLF-2,187,2024-08-31
CR-CLF-4,128,2024-08-31
CR-LPG-2,531,2024-08-31
CR-LPG-4,52,2024-08-31
CR-DGT-2,85,2024-08-31
CR-DGT-4,60,2024-08-31
CR-FPW-4,25,2024-08-31
CR-FPW-2,52,2024-08-31
CR-GMM-4,127,2024-08-31
CR-GMM-2,65,2024-08-31
CR-MMD-2,117,2024-08-31
CR-MMD-4,192,2024-08-31
CR-MNT-2,29,2024-08-31
CR-MNT-4,26,2024-08-31
CR-PKG-4,27,2024-08-31
CR-PKG-2,110,2024-08-31
CR-PRC-4,83,2024-08-31
CR-PRC-2,35,2024-08-31
CR-PRP-4,29,2024-08-31
CR-PRP-2,28,2024-08-31
CR-RED-4,28,2024-08-31
CR-RED-2,29,2024-08-31
CR-SML-4,195,2024-08-31
CR-SML-2,0,2024-08-31
CR-TAT-4,273,2024-08-31
CR-TAT-2,272,2024-08-31
CR-TRT-2,37,2024-08-31
CR-TRT-4,38,2024-08-31
PB-AVC-2,23,2024-08-31
PB-BEE-2,104,2024-08-31
PB-CLF-2,209,2024-08-31
PB-LPG-2,38,2024-08-31
PB-SWT-2,60,2024-08-31
PB-DGT-2,54,2024-08-31
PB-DUK-2,49,2024-08-31
PB-FPW-2,0,2024-08-31
PB-GMM-2,89,2024-08-31
PB-JLL-2,429,2024-08-31
PB-MMD-2,171,2024-08-31
PB-MNT-2,47,2024-08-31
PB-PCE-2,37,2024-08-31
PB-PKG-2,107,2024-08-31
PB-PRC-2,471,2024-08-31
PB-RED-2,27,2024-08-31
PB-SML-2,41,2024-08-31
PB-TAT-2,171,2024-08-31
PB-TRT-2,41,2024-08-31
PB-TRT-4,0,2024-08-31
PB-LEO-2,256,2024-08-31
PB-PRC-2,471,2024-08-31
AR-LPG-4,184,2024-09-30
AR-LPG-1,18,2024-09-30
AR-LPG-3,342,2024-09-30
AR-LPG-2,326,2024-09-30
AR-LPG-5,119,2024-09-30
AR-FPW-2,39,2024-09-30
AR-FPW-5,135,2024-09-30
AR-FPW-3,26,2024-09-30
AR-FPW-1,29,2024-09-30
AR-FPW-4,70,2024-09-30
AR-STC-2,0,2024-09-30
AR-STC-1,0,2024-09-30
AR-STC-4,191,2024-09-30
AR-STC-5,121,2024-09-30
AR-STC-3,0,2024-09-30
AC-AVC-4,43,2024-09-30
AC-AVC-3,38,2024-09-30
AC-AVC-2,35,2024-09-30
AC-CLF-2,73,2024-09-30
AC-CLF-3,51,2024-09-30
AC-CLF-4,132,2024-09-30
AC-LPG-2,327,2024-09-30
AC-LPG-3,198,2024-09-30
AC-LPG-4,64,2024-09-30
AC-FPW-4,87,2024-09-30
AC-FPW-3,23,2024-09-30
AC-FPW-2,66,2024-09-30
AC-GMM-2,45,2024-09-30
AC-GMM-3,108,2024-09-30
AC-GMM-4,148,2024-09-30
AC-SML-3,49,2024-09-30
AC-SML-2,33,2024-09-30
AC-SML-4,29,2024-09-30
AC-TAT-4,92,2024-09-30
AC-TAT-2,97,2024-09-30
AC-TAT-3,62,2024-09-30
AC-TRT-3,111,2024-09-30
AC-TRT-2,57,2024-09-30
AC-TRT-4,181,2024-09-30
AR-AVC-2,101,2024-09-30
AR-AVC-4,98,2024-09-30
AR-AVC-3,66,2024-09-30
AR-AVC-1,75,2024-09-30
AR-AVC-5,210,2024-09-30
AR-CLF-4,114,2024-09-30
AR-CLF-2,91,2024-09-30
AR-CLF-5,133,2024-09-30
AR-CLF-1,147,2024-09-30
AR-CLF-3,92,2024-09-30
AR-CMO-2,162,2024-09-30
AR-CMO-3,132,2024-09-30
AR-CMO-5,173,2024-09-30
AR-CMO-1,181,2024-09-30
AR-CMO-4,127,2024-09-30
AR-LEO-1,257,2024-09-30
AR-LEO-4,419,2024-09-30
AR-LEO-5,520,2024-09-30
AR-LEO-2,279,2024-09-30
AR-LEO-3,111,2024-09-30
AR-PKG-4,100,2024-09-30
AR-PKG-3,69,2024-09-30
AR-PKG-5,70,2024-09-30
AR-PKG-2,64,2024-09-30
AR-PKG-1,68,2024-09-30
AR-TRT-3,192,2024-09-30
AR-TRT-5,138,2024-09-30
AR-TRT-1,188,2024-09-30
AR-TRT-2,265,2024-09-30
AR-TRT-4,114,2024-09-30
PC-AVC-U,0,2024-09-30
PC-DGT-U,0,2024-09-30
PC-POO-U,117,2024-09-30
CL-CLF-4,107,2024-09-30
CL-CLF-2,152,2024-09-30
CL-CLF-3,90,2024-09-30
CL-CLF-1,154,2024-09-30
CL-LPG-2,209,2024-09-30
CL-LPG-4,122,2024-09-30
CL-LPG-3,258,2024-09-30
CL-LPG-1,145,2024-09-30
CL-DGT-4,114,2024-09-30
CL-DGT-2,129,2024-09-30
CL-DGT-1,165,2024-09-30
CL-DGT-3,124,2024-09-30
CL-LEO-4,586,2024-09-30
CL-LEO-3,578,2024-09-30
CL-LEO-1,717,2024-09-30
CL-LEO-2,606,2024-09-30
CL-YLL-4,165,2024-09-30
CL-YLL-3,130,2024-09-30
CL-YLL-2,130,2024-09-30
CL-YLL-1,163,2024-09-30
CL-SML-3,324,2024-09-30
CL-SML-1,49,2024-09-30
CL-SML-2,0,2024-09-30
CL-SML-4,369,2024-09-30
CL-TAT-4,227,2024-09-30
CL-TAT-3,241,2024-09-30
CL-TAT-2,208,2024-09-30
CL-TAT-1,187,2024-09-30
CL-TRT-3,103,2024-09-30
CL-TRT-4,120,2024-09-30
CL-TRT-2,202,2024-09-30
CL-TRT-1,0,2024-09-30
CR-AVC-4,0,2024-09-30
CR-AVC-2,-1,2024-09-30
CR-CLF-4,105,2024-09-30
CR-CLF-2,171,2024-09-30
CR-LPG-2,468,2024-09-30
CR-LPG-4,25,2024-09-30
CR-DGT-2,58,2024-09-30
CR-DGT-4,27,2024-09-30
CR-FPW-4,0,2024-09-30
CR-FPW-2,22,2024-09-30
CR-GMM-4,94,2024-09-30
CR-GMM-2,35,2024-09-30
CR-MMD-2,101,2024-09-30
CR-MMD-4,178,2024-09-30
CR-MNT-2,13,2024-09-30
CR-MNT-4,11,2024-09-30
CR-PKG-2,18,2024-09-30
CR-PKG-4,15,2024-09-30
CR-PRC-2,7,2024-09-30
CR-PRC-4,64,2024-09-30
CR-PRP-2,10,2024-09-30
CR-PRP-4,19,2024-09-30
CR-RED-4,12,2024-09-30
CR-RED-2,14,2024-09-30
CR-SML-4,6,2024-09-30
CR-SML-2,0,2024-09-30
CR-TAT-4,241,2024-09-30
CR-TAT-2,233,2024-09-30
CR-TRT-2,76,2024-09-30
CR-TRT-4,0,2024-09-30
PB-AVC-2,0,2024-09-30
PB-BEE-2,80,2024-09-30
PB-CLF-2,166,2024-09-30
PB-LPG-2,0,2024-09-30
PB-SWT-2,35,2024-09-30
PB-DGT-2,7,2024-09-30
PB-DUK-2,38,2024-09-30
PB-FPW-2,0,2024-09-30
PB-GMM-2,36,2024-09-30
PB-JLL-2,407,2024-09-30
PB-MMD-2,152,2024-09-30
PB-MNT-2,12,2024-09-30
PB-PCE-2,0,2024-09-30
PB-PKG-2,16,2024-09-30
PB-PRC-2,448,2024-09-30
PB-RED-2,0,2024-09-30
PB-SML-2,-1,2024-09-30
PB-TAT-2,104,2024-09-30
PB-TRT-2,0,2024-09-30
PB-TRT-4,0,2024-09-30
PB-LEO-2,176,2024-09-30
PB-PRC-2,449,2024-09-30
AR-LPG-2,296,2024-10-31
AR-LPG-5,115,2024-10-31
AR-LPG-3,317,2024-10-31
AR-LPG-4,173,2024-10-31
AR-LPG-1,3,2024-10-31
AR-FPW-1,49,2024-10-31
AR-FPW-3,61,2024-10-31
AR-FPW-4,62,2024-10-31
AR-FPW-5,123,2024-10-31
AR-FPW-2,64,2024-10-31
AR-STC-5,111,2024-10-31
AR-STC-3,0,2024-10-31
AR-STC-1,7,2024-10-31
AR-STC-2,0,2024-10-31
AR-STC-4,153,2024-10-31
AC-AVC-3,80,2024-10-31
AC-AVC-4,62,2024-10-31
AC-AVC-2,69,2024-10-31
AC-CLF-3,34,2024-10-31
AC-CLF-4,128,2024-10-31
AC-CLF-2,60,2024-10-31
AC-LPG-4,56,2024-10-31
AC-LPG-2,293,2024-10-31
AC-LPG-3,182,2024-10-31
AC-FPW-2,49,2024-10-31
AC-FPW-3,52,2024-10-31
AC-FPW-4,72,2024-10-31
AC-GMM-3,96,2024-10-31
AC-GMM-2,92,2024-10-31
AC-GMM-4,139,2024-10-31
AC-SML-3,22,2024-10-31
AC-SML-4,56,2024-10-31
AC-SML-2,45,2024-10-31
AC-TAT-4,77,2024-10-31
AC-TAT-2,82,2024-10-31
AC-TAT-3,81,2024-10-31
AC-TRT-2,35,2024-10-31
AC-TRT-4,165,2024-10-31
AC-TRT-3,82,2024-10-31
AR-AVC-2,136,2024-10-31
AR-AVC-3,130,2024-10-31
AR-AVC-1,118,2024-10-31
AR-AVC-4,86,2024-10-31
AR-AVC-5,197,2024-10-31
AR-CLF-2,81,2024-10-31
AR-CLF-5,134,2024-10-31
AR-CLF-4,110,2024-10-31
AR-CLF-3,80,2024-10-31
AR-CLF-1,139,2024-10-31
AR-CMO-5,173,2024-10-31
AR-CMO-4,124,2024-10-31
AR-CMO-2,160,2024-10-31
AR-CMO-1,178,2024-10-31
AR-CMO-3,131,2024-10-31
AR-LEO-2,252,2024-10-31
AR-LEO-5,502,2024-10-31
AR-LEO-3,66,2024-10-31
AR-LEO-4,383,2024-10-31
AR-LEO-1,235,2024-10-31
AR-PKG-1,74,2024-10-31
AR-PKG-5,70,2024-10-31
AR-PKG-3,67,2024-10-31
AR-PKG-2,65,2024-10-31
AR-PKG-4,99,2024-10-31
AR-TRT-1,209,2024-10-31
AR-TRT-5,132,2024-10-31
AR-TRT-2,293,2024-10-31
AR-TRT-4,106,2024-10-31
AR-TRT-3,210,2024-10-31
PC-AVC-U,46,2024-10-31
PC-DGT-U,40,2024-10-31
PC-POO-U,98,2024-10-31
CL-CLF-1,152,2024-10-31
CL-CLF-4,101,2024-10-31
CL-CLF-2,146,2024-10-31
CL-CLF-3,77,2024-10-31
CL-LPG-4,119,2024-10-31
CL-LPG-3,241,2024-10-31
CL-LPG-1,137,2024-10-31
CL-LPG-2,181,2024-10-31
CL-DGT-3,118,2024-10-31
CL-DGT-1,164,2024-10-31
CL-DGT-4,110,2024-10-31
CL-DGT-2,120,2024-10-31
CL-LEO-4,570,2024-10-31
CL-LEO-3,550,2024-10-31
CL-LEO-1,703,2024-10-31
CL-LEO-2,587,2024-10-31
CL-YLL-2,128,2024-10-31
CL-YLL-1,162,2024-10-31
CL-YLL-4,163,2024-10-31
CL-YLL-3,128,2024-10-31
CL-SML-3,261,2024-10-31
CL-SML-4,310,2024-10-31
CL-SML-2,67,2024-10-31
CL-SML-1,38,2024-10-31
CL-TAT-3,222,2024-10-31
CL-TAT-1,177,2024-10-31
CL-TAT-4,219,2024-10-31
CL-TAT-2,195,2024-10-31
CL-TRT-3,125,2024-10-31
CL-TRT-1,141,2024-10-31
CL-TRT-4,111,2024-10-31
CL-TRT-2,215,2024-10-31
CR-AVC-2,110,2024-10-31
CR-AVC-4,89,2024-10-31
CR-CLF-4,87,2024-10-31
CR-CLF-2,156,2024-10-31
CR-LPG-4,11,2024-10-31
CR-LPG-2,429,2024-10-31
CR-DGT-2,60,2024-10-31
CR-DGT-4,38,2024-10-31
CR-FPW-2,20,2024-10-31
CR-FPW-4,27,2024-10-31
CR-GMM-2,87,2024-10-31
CR-GMM-4,150,2024-10-31
CR-MMD-4,222,2024-10-31
CR-MMD-2,85,2024-10-31
CR-MNT-4,1,2024-10-31
CR-MNT-2,5,2024-10-31
CR-PKG-2,0,2024-10-31
CR-PKG-4,9,2024-10-31
CR-PRC-4,62,2024-10-31
CR-PRC-2,75,2024-10-31
CR-PRP-2,2,2024-10-31
CR-PRP-4,9,2024-10-31
CR-RED-2,8,2024-10-31
CR-RED-4,8,2024-10-31
CR-SML-2,74,2024-10-31
CR-SML-4,0,2024-10-31
CR-TAT-4,245,2024-10-31
CR-TAT-2,356,2024-10-31
CR-TRT-2,263,2024-10-31
CR-TRT-4,169,2024-10-31
PB-AVC-2,52,2024-10-31
PB-BEE-2,60,2024-10-31
PB-CLF-2,130,2024-10-31
PB-LPG-2,3,2024-10-31
PB-SWT-2,53,2024-10-31
PB-DGT-2,0,2024-10-31
PB-DUK-2,10,2024-10-31
PB-FPW-2,25,2024-10-31
PB-GMM-2,79,2024-10-31
PB-JLL-2,400,2024-10-31
PB-MMD-2,128,2024-10-31
PB-MNT-2,4,2024-10-31
PB-PCE-2,36,2024-10-31
PB-PKG-2,4,2024-10-31
PB-PRC-2,435,2024-10-31
PB-RED-2,29,2024-10-31
PB-SML-2,23,2024-10-31
PB-TAT-2,34,2024-10-31
PB-TRT-2,83,2024-10-31
PB-TRT-4,0,2024-10-31
PB-LEO-2,96,2024-10-31
PB-PRC-2,435,2024-10-31
AR-FPW-3,43,2024-11-01
AR-FPW-4,49,2024-11-01
AR-FPW-1,23,2024-11-01
AR-FPW-2,41,2024-11-01
AR-FPW-5,121,2024-11-01
AR-LPG-4,105,2024-11-01
AR-LPG-5,113,2024-11-01
AR-LPG-3,235,2024-11-01
AR-LPG-2,215,2024-11-01
AR-LPG-1,0,2024-11-01
AR-STC-5,108,2024-11-01
AR-STC-1,0,2024-11-01
AR-STC-2,0,2024-11-01
AR-STC-4,122,2024-11-01
AR-STC-3,0,2024-11-01
AC-AVC-3,67,2024-11-01
AC-AVC-2,46,2024-11-01
AC-AVC-4,51,2024-11-01
AC-CLF-3,0,2024-11-01
AC-CLF-2,0,2024-11-01
AC-CLF-4,62,2024-11-01
AC-LPG-4,52,2024-11-01
AC-LPG-3,101,2024-11-01
AC-LPG-2,210,2024-11-01
AC-FPW-3,38,2024-11-01
AC-FPW-2,34,2024-11-01
AC-FPW-4,62,2024-11-01
AC-GMM-4,134,2024-11-01
AC-GMM-2,81,2024-11-01
AC-GMM-3,80,2024-11-01
AC-SML-3,0,2024-11-01
AC-SML-4,47,2024-11-01
AC-SML-2,30,2024-11-01
AC-TAT-4,11,2024-11-01
AC-TAT-3,4,2024-11-01
AC-TAT-2,13,2024-11-01
AC-TRT-2,22,2024-11-01
AC-TRT-4,162,2024-11-01
AC-TRT-3,72,2024-11-01
AR-AVC-2,119,2024-11-01
AR-AVC-3,116,2024-11-01
AR-AVC-4,82,2024-11-01
AR-AVC-5,193,2024-11-01
AR-AVC-1,109,2024-11-01
AR-CLF-5,73,2024-11-01
AR-CLF-4,49,2024-11-01
AR-CLF-1,73,2024-11-01
AR-CLF-3,13,2024-11-01
AR-CLF-2,12,2024-11-01
AR-CMO-3,124,2024-11-01
AR-CMO-1,174,2024-11-01
AR-CMO-4,122,2024-11-01
AR-CMO-2,155,2024-11-01
AR-CMO-5,173,2024-11-01
AR-LEO-1,213,2024-11-01
AR-LEO-2,219,2024-11-01
AR-LEO-3,31,2024-11-01
AR-LEO-5,499,2024-11-01
AR-LEO-4,366,2024-11-01
AR-PKG-4,95,2024-11-01
AR-PKG-3,57,2024-11-01
AR-PKG-1,44,2024-11-01
AR-PKG-5,68,2024-11-01
AR-PKG-2,28,2024-11-01
AR-TRT-1,200,2024-11-01
AR-TRT-2,280,2024-11-01
AR-TRT-4,103,2024-11-01
AR-TRT-5,131,2024-11-01
AR-TRT-3,194,2024-11-01
PC-AVC-U,35,2024-11-01
PC-DGT-U,13,2024-11-01
PC-POO-U,76,2024-11-01
CL-CLF-1,90,2024-11-01
CL-CLF-3,11,2024-11-01
CL-CLF-4,38,2024-11-01
CL-CLF-2,81,2024-11-01
CL-LPG-1,134,2024-11-01
CL-LPG-4,117,2024-11-01
CL-LPG-2,90,2024-11-01
CL-LPG-3,153,2024-11-01
CL-DGT-2,49,2024-11-01
CL-DGT-3,46,2024-11-01
CL-DGT-4,107,2024-11-01
CL-DGT-1,103,2024-11-01
CL-LEO-1,701,2024-11-01
CL-LEO-2,581,2024-11-01
CL-LEO-3,533,2024-11-01
CL-LEO-4,561,2024-11-01
CL-YLL-1,161,2024-11-01
CL-YLL-3,125,2024-11-01
CL-YLL-4,161,2024-11-01
CL-YLL-2,126,2024-11-01
CL-SML-3,191,2024-11-01
CL-SML-1,35,2024-11-01
CL-SML-2,52,2024-11-01
CL-SML-4,257,2024-11-01
CL-TAT-2,183,2024-11-01
CL-TAT-4,212,2024-11-01
CL-TAT-3,216,2024-11-01
CL-TAT-1,174,2024-11-01
CL-TRT-4,104,2024-11-01
CL-TRT-3,114,2024-11-01
CL-TRT-1,137,2024-11-01
CL-TRT-2,211,2024-11-01
CR-AVC-4,44,2024-11-01
CR-AVC-2,32,2024-11-01
CR-CLF-4,11,2024-11-01
CR-CLF-2,80,2024-11-01
CR-LPG-2,317,2024-11-01
CR-LPG-4,2,2024-11-01
CR-DGT-2,32,2024-11-01
CR-DGT-4,0,2024-11-01
CR-FPW-2,-1,2024-11-01
CR-FPW-4,0,2024-11-01
CR-GMM-2,64,2024-11-01
CR-GMM-4,116,2024-11-01
CR-MMD-2,62,2024-11-01
CR-MMD-4,206,2024-11-01
CR-MNT-2,0,2024-11-01
CR-MNT-4,0,2024-11-01
CR-PKG-4,-1,2024-11-01
CR-PKG-2,0,2024-11-01
CR-PRC-4,43,2024-11-01
CR-PRC-2,54,2024-11-01
CR-PRP-4,0,2024-11-01
CR-PRP-2,0,2024-11-01
CR-RED-2,0,2024-11-01
CR-RED-4,0,2024-11-01
CR-SML-4,0,2024-11-01
CR-SML-2,1,2024-11-01
CR-TAT-2,339,2024-11-01
CR-TAT-4,226,2024-11-01
CR-TRT-2,247,2024-11-01
CR-TRT-4,133,2024-11-01
PB-AVC-2,-4,2024-11-01
PB-BEE-2,35,2024-11-01
PB-CLF-2,106,2024-11-01
PB-SWT-2,34,2024-11-01
PB-DGT-2,0,2024-11-01
PB-DUK-2,0,2024-11-01
PB-FPW-2,0,2024-11-01
PB-GMM-2,17,2024-11-01
PB-MMD-2,98,2024-11-01
PB-MNT-2,0,2024-11-01
PB-PCE-2,23,2024-11-01
PB-PKG-2,0,2024-11-01
PB-PRC-2,401,2024-11-01
PB-RED-2,1,2024-11-01
PB-SML-2,0,2024-11-01
PB-TAT-2,7,2024-11-01
PB-TRT-2,32,2024-11-01
PB-TRT-4,0,2024-11-01
PB-LPG-2,0,2024-11-01
PB-JLL-2,395,2024-11-01
PB-LEO-2,35,2024-11-01
PB-PRC-2,402,2024-11-01
AR-FPW-1,33,2024-12-01
AR-FPW-4,76,2024-12-01
AR-FPW-2,44,2024-12-01
AR-FPW-3,67,2024-12-01
AR-FPW-5,116,2024-12-01
AR-LPG-3,196,2024-12-01
AR-LPG-2,146,2024-12-01
AR-LPG-1,43,2024-12-01
AR-LPG-5,108,2024-12-01
AR-LPG-4,122,2024-12-01
AR-STC-4,106,2024-12-01
AR-STC-2,12,2024-12-01
AR-STC-3,97,2024-12-01
AR-STC-1,0,2024-12-01
AR-STC-5,147,2024-12-01
AC-AVC-4,92,2024-12-01
AC-AVC-2,47,2024-12-01
AC-AVC-3,82,2024-12-01
AC-CLF-4,49,2024-12-01
AC-CLF-2,0,2024-12-01
AC-CLF-3,7,2024-12-01
AC-LPG-3,54,2024-12-01
AC-LPG-4,45,2024-12-01
AC-LPG-2,151,2024-12-01
AC-FPW-4,57,2024-12-01
AC-FPW-2,75,2024-12-01
AC-FPW-3,32,2024-12-01
AC-GMM-2,74,2024-12-01
AC-GMM-4,129,2024-12-01
AC-GMM-3,63,2024-12-01
AC-SML-4,117,2024-12-01
AC-SML-3,91,2024-12-01
AC-SML-2,86,2024-12-01
AC-TAT-3,10,2024-12-01
AC-TAT-2,22,2024-12-01
AC-TAT-4,43,2024-12-01
AC-TRT-4,150,2024-12-01
AC-TRT-2,62,2024-12-01
AC-TRT-3,47,2024-12-01
AR-AVC-5,183,2024-12-01
AR-AVC-2,141,2024-12-01
AR-AVC-3,156,2024-12-01
AR-AVC-1,141,2024-12-01
AR-AVC-4,125,2024-12-01
AR-CLF-4,29,2024-12-01
AR-CLF-5,63,2024-12-01
AR-CLF-1,36,2024-12-01
AR-CLF-2,22,2024-12-01
AR-CLF-3,0,2024-12-01
AR-CMO-2,155,2024-12-01
AR-CMO-3,120,2024-12-01
AR-CMO-4,122,2024-12-01
AR-CMO-5,173,2024-12-01
AR-CMO-1,174,2024-12-01
AR-LEO-2,195,2024-12-01
AR-LEO-4,348,2024-12-01
AR-LEO-3,0,2024-12-01
AR-LEO-1,200,2024-12-01
AR-LEO-5,491,2024-12-01
AR-PKG-4,90,2024-12-01
AR-PKG-3,47,2024-12-01
AR-PKG-1,46,2024-12-01
AR-PKG-2,75,2024-12-01
AR-PKG-5,65,2024-12-01
AR-TRT-3,311,2024-12-01
AR-TRT-4,196,2024-12-01
AR-TRT-5,119,2024-12-01
AR-TRT-1,305,2024-12-01
AR-TRT-2,392,2024-12-01
PC-AVC-U,61,2024-12-01
PC-DGT-U,41,2024-12-01
PC-POO-U,62,2024-12-01
CL-CLF-2,41,2024-12-01
CL-CLF-4,12,2024-12-01
CL-CLF-1,70,2024-12-01
CL-CLF-3,1,2024-12-01
CL-LPG-4,116,2024-12-01
CL-LPG-2,-1,2024-12-01
CL-LPG-3,110,2024-12-01
CL-LPG-1,133,2024-12-01
CL-DGT-3,18,2024-12-01
CL-DGT-1,57,2024-12-01
CL-DGT-2,10,2024-12-01
CL-DGT-4,101,2024-12-01
CL-LEO-1,701,2024-12-01
CL-LEO-4,559,2024-12-01
CL-LEO-2,575,2024-12-01
CL-LEO-3,528,2024-12-01
CL-YLL-1,159,2024-12-01
CL-YLL-4,158,2024-12-01
CL-YLL-2,125,2024-12-01
CL-YLL-3,125,2024-12-01
CL-SML-3,136,2024-12-01
CL-SML-2,68,2024-12-01
CL-SML-1,100,2024-12-01
CL-SML-4,176,2024-12-01
CL-TAT-4,195,2024-12-01
CL-TAT-2,256,2024-12-01
CL-TAT-3,189,2024-12-01
CL-TAT-1,210,2024-12-01
CL-TRT-2,307,2024-12-01
CL-TRT-1,229,2024-12-01
CL-TRT-4,206,2024-12-01
CL-TRT-3,212,2024-12-01
CR-AVC-2,86,2024-12-01
CR-AVC-4,61,2024-12-01
CR-CLF-2,46,2024-12-01
CR-CLF-4,138,2024-12-01
CR-LPG-2,213,2024-12-01
CR-LPG-4,62,2024-12-01
CR-DGT-2,44,2024-12-01
CR-DGT-4,41,2024-12-01
CR-FPW-4,47,2024-12-01
CR-FPW-2,14,2024-12-01
CR-GMM-2,88,2024-12-01
CR-GMM-4,182,2024-12-01
CR-MMD-2,102,2024-12-01
CR-MMD-4,313,2024-12-01
CR-MNT-4,64,2024-12-01
CR-MNT-2,70,2024-12-01
CR-PKG-4,28,2024-12-01
CR-PKG-2,62,2024-12-01
CR-PRC-2,83,2024-12-01
CR-PRC-4,79,2024-12-01
CR-PRP-2,0,2024-12-01
CR-PRP-4,42,2024-12-01
CR-RED-4,44,2024-12-01
CR-RED-2,37,2024-12-01
CR-SML-4,85,2024-12-01
CR-SML-2,120,2024-12-01
CR-TAT-4,265,2024-12-01
CR-TAT-2,404,2024-12-01
CR-TRT-4,202,2024-12-01
CR-TRT-2,308,2024-12-01
PB-AVC-2,5,2024-12-01
PB-BEE-2,100,2024-12-01
PB-CLF-2,190,2024-12-01
PB-SWT-2,119,2024-12-01
PB-DGT-2,58,2024-12-01
PB-DUK-2,34,2024-12-01
PB-FPW-2,5,2024-12-01
PB-GMM-2,61,2024-12-01
PB-MMD-2,186,2024-12-01
PB-MNT-2,69,2024-12-01
PB-PCE-2,82,2024-12-01
PB-PKG-2,82,2024-12-01
PB-PRC-2,382,2024-12-01
PB-RED-2,44,2024-12-01
PB-SML-2,186,2024-12-01
PB-TAT-2,79,2024-12-01
PB-TRT-2,75,2024-12-01
PB-TRT-4,0,2024-12-01
PB-LPG-2,95,2024-12-01
PB-JLL-2,372,2024-12-01
PB-LEO-2,0,2024-12-01
PB-PRC-2,382,2024-12-01
PB-PRC-2,361,2025-01-31
PB-LEO-2,0,2025-01-31
PB-JLL-2,367,2025-01-31
PB-LPG-2,0,2025-01-31
PB-TRT-4,0,2025-01-31
PB-TRT-2,1,2025-01-31
PB-TAT-2,39,2025-01-31
PB-SML-2,0,2025-01-31
PB-RED-2,13,2025-01-31
PB-PRC-2,361,2025-01-31
PB-PKG-2,-1,2025-01-31
PB-PCE-2,64,2025-01-31
PB-MNT-2,53,2025-01-31
PB-MMD-2,174,2025-01-31
PB-GMM-2,5,2025-01-31
PB-FPW-2,0,2025-01-31
PB-DUK-2,0,2025-01-31
PB-DGT-2,22,2025-01-31
PB-SWT-2,98,2025-01-31
PB-CLF-2,160,2025-01-31
PB-BEE-2,85,2025-01-31
PB-AVC-2,0,2025-01-31
CR-TRT-2,260,2025-01-31
CR-TRT-4,165,2025-01-31
CR-TAT-4,223,2025-01-31
CR-TAT-2,375,2025-01-31
CR-SML-2,28,2025-01-31
CR-SML-4,0,2025-01-31
CR-RED-2,22,2025-01-31
CR-RED-4,34,2025-01-31
CR-PRP-4,19,2025-01-31
CR-PRP-2,0,2025-01-31
CR-PRC-2,59,2025-01-31
CR-PRC-4,61,2025-01-31
CR-PKG-4,19,2025-01-31
CR-PKG-2,23,2025-01-31
CR-MNT-4,52,2025-01-31
CR-MNT-2,50,2025-01-31
CR-MMD-4,293,2025-01-31
CR-MMD-2,91,2025-01-31
CR-GMM-4,158,2025-01-31
CR-GMM-2,60,2025-01-31
CR-FPW-2,0,2025-01-31
CR-FPW-4,0,2025-01-31
CR-DGT-4,0,2025-01-31
CR-DGT-2,1,2025-01-31
CR-LPG-4,44,2025-01-31
CR-LPG-2,135,2025-01-31
CR-CLF-4,89,2025-01-31
CR-CLF-2,7,2025-01-31
CR-AVC-4,0,2025-01-31
CR-AVC-2,0,2025-01-31
CL-TRT-2,292,2025-01-31
CL-TRT-1,227,2025-01-31
CL-TRT-3,196,2025-01-31
CL-TRT-4,196,2025-01-31
CL-TAT-2,228,2025-01-31
CL-TAT-3,175,2025-01-31
CL-TAT-1,208,2025-01-31
CL-TAT-4,183,2025-01-31
CL-SML-2,105,2025-01-31
CL-SML-4,198,2025-01-31
